scientificName;redlistCategory
Ripkeniella petrophila;Near Threatened
Abida vasconica;Least Concern
Napaeus savinosa;Data Deficient
Oestophorella buvinieri;Least Concern
Ganula lanuginosa;Least Concern
Chondrina calpica;Least Concern
Hemicycla vermiplicata;Data Deficient
Theba grasseti;Endangered
Helicella iberica;Least Concern
Hemicycla maugeana;Data Deficient
Xerocrassa derogata;Least Concern
Napaeus tabidus;Least Concern
Chondrina farinesii;Least Concern
Monilearia monilifera;Least Concern
Hemicycla distensa;Data Deficient
Cepaea hortensis;Least Concern
Obelus mirandae;Least Concern
Monacha cartusiana;Least Concern
Napaeus lowei;Data Deficient
Canariella tenuicostulata;Least Concern
Hemicycla consobrina;Least Concern
Hemidactylus turcicus;Least Concern
Malpolon monspessulanus;Least Concern
Lucanus barbarossa;Least Concern
 the only exceptions being a few larger species of more dramatic form or colour. This species is being offered for sale on the Internet (M. Méndez pers. obs. 2009).;Terrestrial
Limoniscus violaceus;Endangered
Chlorophorus glabromaculatus;Least Concern
" in <span style=""""""""font-style: italic"";"">Quercus";</span> etc.<br/></p>
;false
Ceruchus chrysomelinus;Near Threatened
Tritoma bipustulata;Least Concern
" and it is best known in the UK from <span style=""""""""font-style: italic"";"">Trametes versicolor</span>";" especially on beech <span style=""""""""font-style: italic"";>Fagus</span>; ancient wood pastures and woodlands"
" <span style=""""""""font-style: italic"";>Daedaleopsis </span>etc.). In Ukraine it occurs in forest and in the forest-steppe zone";" also in forests in Crimea; it lives in forests of different types on wood-decay fungi;"" adults have been found in May - August (Drogvalenko 1997)."
 with about 30 small isolated populations known; plus one or maybe two larger concentrations (K.N.A. Alexander pers. comm. 2009). In Portugal it occurs in the north
This Euro-Siberian species is found across much of Europe. It is absent from Ireland.;Saproxylic Coleoptera tend to be popular with beetle collectors although trade is rarely an issue
Hylis procerulus;Least Concern
 moist;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
 Alnus; Salix.</span><br/><br/>Occurs in coniferous and broad-leaved woodlands.
A boreo-montane species; widespread in boreal and montane woodlands across much of Europe.  In Ukraine it occurs in the Carpathians and in the forest zone.
Xylophilus corticalis;Least Concern
" but also lying trees"";"" <span style=""""""""font-style: italic"";>Alnus"; Betula
Unknown;This species is known from Fennoscandia and from eastern and western Europe. It is endemic to Europe.
Microrhagus pygmaeus;Least Concern
 Corylus; Picea
Increasing;This species is widespread in north and central Europe (Horion 1953). Endemic to Europe according to Fauna Europaea (2004). Absent from Ireland.<br/><br/>Present in northern Spain (Recalde Irurzun 2008). Very fragmented distribution in Britain
Microrhagus emyi;Least Concern
No major threats to this species are known.;Endemic to Europe
Unknown;"This species has a patchy distribution across most of Europe"";"" absent from Britain"
Microrhagus lepidus;Least Concern
" white-rotten heartwood. Beetles have been found in pupal cells in a large <span style=""""""""font-style: italic"";"">Fagus </span>log with white-rotten wood. Also reported from <span style=""""""""font-style: italic"";"">Quercus</span>";" <span style=""""""""font-style: italic"";"">Salix</span>"
Increasing;"This species is known to have a patchy distribution in most of Europe"";"" it is absent from Britain and Ireland"
Pontia daplidice;Least Concern
Hipparchia statilinus;Least Concern
Aster pyrenaeus;Endangered
Scrophularia sublyrata;Data Deficient
Erigeron frigidus;Endangered
Lotus kunkelii;Critically Endangered
Plantago algarbiensis;Endangered
Sonchus bupleuroides;Endangered
Eryngium viviparum;Endangered
Alyssum pintodasilvae;Data Deficient
Centaurea pulvinata;Vulnerable
Euphorbia handiensis;Vulnerable
Boleum asperum;Least Concern
Marsilea quadrifolia;Least Concern
Teucrium lepicephalum;Endangered
Convolvulus lopezsocasii;Endangered
Limonium sventenii;Critically Endangered
Cheirolophus junonianus;Endangered
Lotus callis-viridis;Endangered
Galium viridiflorum;Endangered
Helichrysum gossypinum;Vulnerable
Narcissus cyclamineus;Least Concern
Euphorbia nevadensis;Least Concern
Puccinellia pungens;Vulnerable
Jurinea fontqueri;Critically Endangered
Leontodon boryi;Near Threatened
Astragalus tremolsianus;Critically Endangered
Onopordum nogalesii;Critically Endangered
Crambe laevigata;Endangered
Thesium subsucculentum;Critically Endangered
Antirrhinum charidemi;Critically Endangered
Centaurea pinnata;Near Threatened
Pinguicula nevadensis;Endangered
Isoplexis chalcantha;Critically Endangered
Petrocoptis grandiflora;Vulnerable
Narcissus calcicola;Least Concern
Atractylis arbuscula;Endangered
Odontites granatensis;Critically Endangered
Coincya rupestris;Endangered
Antirrhinum lopesianum;Endangered
Leontodon microcephalus;Vulnerable
Cheirolophus ghomerythus;Endangered
Artemisia granatensis;Endangered
Argyranthemum winteri;Critically Endangered
Scrophularia herminii;Data Deficient
Crepis granatensis;Endangered
Saxifraga vayredana;Least Concern
Hypochaeris oligocephala;Critically Endangered
Veronica micrantha;Vulnerable
Crambe arborea;Vulnerable
Isoplexis isabelliana;Endangered
Atractylis preauxiana;Endangered
Dendriopoterium pulidoi;Vulnerable
Petrocoptis pseudoviscosa;Vulnerable
Helichrysum monogynum;Endangered
Narcissus asturiensis;Least Concern
Sideritis infernalis;Vulnerable
Tanacetum ptarmiciflorum;Endangered
Santolina semidentata;Least Concern
Borderea chouardii;Critically Endangered
Convolvulus caput-medusae;Near Threatened
Artemisia eriantha;Least Concern
Centaurea citricolor;Near Threatened
Silene hifacensis;Endangered
Bencomia sphaerocarpa;Critically Endangered
Narcissus triandrus;Least Concern
Androsace pyrenaica;Least Concern
Limonium arborescens;Near Threatened
Aeonium gomerense;Endangered
Luronium natans;Least Concern
Pericallis hadrosoma;Critically Endangered
Ranunculus weyleri;Vulnerable
Onopordum carduelium;Critically Endangered
Erodium paularense;Endangered
Erodium astragaloides;Critically Endangered
Teucrium charidemi;Near Threatened
Thymus carnosus;Near Threatened
Limonium spectabile;Critically Endangered
Galanthus nivalis;Near Threatened
Echium gentianoides;Vulnerable
Teline salsoloides;Critically Endangered
Androsace cylindrica;Least Concern
Petrocoptis montsicciana;Near Threatened
Sisymbrium cavanillesianum;Vulnerable
Asphodelus bento-rainhae;Vulnerable
Rumex rupestris;Vulnerable
Salvia granatensis;Endangered
Bupleurum handiense;Endangered
Stemmacantha cynaroides;Endangered
Sideritis javalambrensis;Vulnerable
Parolinia schizogynoides;Vulnerable
Vicia bifoliolata;Critically Endangered
Globularia ascanii;Critically Endangered
Lindernia procumbens;Least Concern
Monanthes wildpretii;Critically Endangered
Limonium dendroides;Critically Endangered
Sideritis marmorea;Critically Endangered
Scilla odorata;Data Deficient
Erodium rupicola;Vulnerable
Helianthemum alypoides;Vulnerable
Aeonium saundersii;Vulnerable
Crambe sventenii;Critically Endangered
Dorycnium spectabile;Endangered
Picris willkommii;Endangered
Ferula latipinna;Vulnerable
Laserpitium longiradium;Critically Endangered
Seseli intricatum;Endangered
Santolina elegans;Vulnerable
Ionopsidium savianum;Near Threatened
Hymenostemma pseudanthemis;Data Deficient
Silene mariana;Near Threatened
Senecio elodes;Endangered
Iris boissieri;Critically Endangered
Anthyllis lusitanica;Data Deficient
Thymelaea broteriana;Near Threatened
Cheirolophus duranii;Critically Endangered
Arnica montana;Least Concern
Solanum lidii;Critically Endangered
Festuca duriotagana;Data Deficient
Teline rosmarinifolia;Endangered
Centaurea gadorensis;Vulnerable
Argyranthemum lidii;Endangered
Diplotaxis ibicensis;Least Concern
Sideritis discolor;Critically Endangered
Anagyris latifolia;Endangered
Colchicum psammophilum;Vulnerable
Sideritis serrata;Critically Endangered
Centaurea borjae;Endangered
Globularia sarcophylla;Vulnerable
Centaurium somedanum;Vulnerable
Sideritis cystosiphon;Critically Endangered
Teucrium turredanum;Vulnerable
Allium grosii;Least Concern
Soldanella villosa;Vulnerable
Bencomia brachystachya;Critically Endangered
Festuca brigantina;Vulnerable
Juncus articulatus;Least Concern
Selaginella denticulata;Least Concern
Myosotis welwitschii;Least Concern
Salvinia natans;Least Concern
Sisymbrella aspera;Least Concern
Myosotis debilis;Least Concern
Callitriche regis-jubae;Data Deficient
Lythrum baeticum;Near Threatened
Carex hispida;Least Concern
Salix pedicellata;Least Concern
Potamogeton lucens;Least Concern
Mentha insularis;Least Concern
Anagallis crassifolia;Near Threatened
Helosciadium inundatum;Least Concern
Phalaris truncata;Least Concern
Ranunculus penicillatus;Least Concern
Brachiaria eruciformis;Least Concern
Agrostis tenerrima;Near Threatened
Juncus sorrentinii;Vulnerable
Pilularia minuta;Endangered
Euphorbia paniculata;Least Concern
Typha angustifolia;Least Concern
Eryngium corniculatum;Least Concern
Damasonium bourgaei;Least Concern
Elatine brochonii;Near Threatened
Callitriche cribrosa;Near Threatened
Oenanthe globulosa;Least Concern
Isolepis pseudosetacea;Least Concern
Ruppia cirrhosa;Least Concern
Gratiola linifolia;Least Concern
Campanula alata;Near Threatened
Mentha cervina;Near Threatened
Ranunculus granatensis;Least Concern
Exaculum pusillum;Near Threatened
Genista ancistrocarpa;Endangered
Rhynchospora modesti-lucennoi;Endangered
Damasonium polyspermum;Vulnerable
Glyceria spicata;Data Deficient
Cullen americanum;Least Concern
Juncus heterophyllus;Near Threatened
Spergularia tangerina;Least Concern
Ruppia maritima;Least Concern
Pseudamnicola granjaensis;Data Deficient
Moitessieria barrinae;Data Deficient
Radix lilli;Data Deficient
Iberhoratia morenoi;Vulnerable
Moitessieria collellensis;Data Deficient
Iberhoratia aurorae;Data Deficient
Pseudamnicola beckmanni;Data Deficient
Moitessieria mugae;Vulnerable
Islamia archeducis;Data Deficient
Purpuricenus globulicollis;Data Deficient
" with preference for <span style=""""""""font-style: italic"";"">Acer</span> and <span style=""""""""font-style: italic"";"">Quercus</span>";" distributed in the area of <span style=""""""""font-style: italic"";"">Quercus pubescens</span>. The precise ecology is unknown as it has mainly been found in window traps. It is assumed that the ecology is similar to <span style=""""""""font-style: italic"";"">P. kaehleri</span>"
More research is needed; particularly on the distribution
Adenocarpus ombriosus;Endangered
Aeonium balsamiferum;Vulnerable
Teline nervosa;Critically Endangered
Cheirolophus tagananensis;Vulnerable
Silene nocteolens;Critically Endangered
Tanacetum oshanahanii;Critically Endangered
Ruta microcarpa;Endangered
Helianthemum teneriffae;Critically Endangered
Salvia herbanica;Critically Endangered
Limonium preauxii;Endangered
Sonchus gandogeri;Critically Endangered
Thesium psilotocladum;Critically Endangered
Cheirolophus metlesicsii;Critically Endangered
Cheirolophus satarataensis;Vulnerable
Lotus maculatus;Critically Endangered
Lotus eremiticus;Critically Endangered
Bencomia exstipulata;Vulnerable
Cheirolophus falcisectus;Endangered
Micromeria leucantha;Endangered
Tolpis glabrescens;Endangered
Lotus pyranthus;Critically Endangered
Plantago famarae;Critically Endangered
Cicer canariense;Endangered
Echium pininana;Endangered
Cheirolophus santos-abreui;Critically Endangered
Crambe scoparia;Endangered
Limonium perezii;Vulnerable
Limonium fruticans;Endangered
Aretiana wolfi;Vulnerable
Theodoxus baeticus;Critically Endangered
Theodoxus valentinus;Critically Endangered
Lymnaea persica;Least Concern
Baldellia alpestris;Near Threatened
Myosotis secunda;Least Concern
Callitriche platycarpa;Least Concern
Hypericum elodes;Least Concern
Potamogeton obtusifolius;Least Concern
Ranunculus batrachioides;Near Threatened
Ranunculus ololeucos;Data Deficient
Sparganium emersum;Least Concern
Rotala indica;Least Concern
Nymphoides parvifolia;Least Concern
Scyllarus arctus;Least Concern
Panulirus echinatus;Least Concern
Scyllarides latus;Data Deficient
Panulirus regius;Data Deficient
Scyllarides herklotsii;Data Deficient
Brassica balearica;Least Concern
Palinurus mauritanicus;Least Concern
Brassica montana;Least Concern
Brassica oleracea;Data Deficient
Nephropsis atlantica;Least Concern
Scyllarus pygmaeus;Least Concern
Coryphaena equiselis;Least Concern
Cochlostoma patulum;Least Concern
Leiostyla castanea;Data Deficient
Leiostyla taeniata;Data Deficient
Phyllodesma ilicifolia;Vulnerable
Bithynia kobialkai;Vulnerable
Alzoniella iberopyrenaica;Critically Endangered
Bithynia majorcina;Data Deficient
Bithynia nakeae;Data Deficient
Alzoniella marianae;Critically Endangered
Bithynia quintanai;Vulnerable
Napaeus avaloensis;Near Threatened
Xerocrassa edmundi;Endangered
Canariella giustii;Least Concern
Canariella pontelirae;Vulnerable
Napaeus barquini;Least Concern
Napaeus maculatus;Near Threatened
Hemicycla melchori;Least Concern
Napaeus lichenicola;Vulnerable
Oestophora mariae;Vulnerable
Xerocrassa ferreri;Near Threatened
Oestophora prietoi;Near Threatened
Napaeus procerus;Near Threatened
Napaeus voggenreiteri;Near Threatened
Canariella jandiaensis;Critically Endangered
Lactuca palmensis;Least Concern
Gasullia zapateri;Near Threatened
Avena canariensis;Least Concern
Allium schmitzii;Vulnerable
Allium ericetorum;Data Deficient
Allium pruinatum;Data Deficient
Lactuca plumieri;Data Deficient
Allium melananthum;Near Threatened
Malus sylvestris;Data Deficient
Lactuca singularis;Vulnerable
Allium moly;Least Concern
Allium chrysonemum;Data Deficient
Lactuca perennis;Data Deficient
Allium stearnii;Least Concern
Patellifolia webbiana;Critically Endangered
Allium palentinum;Data Deficient
Allium pyrenaicum;Vulnerable
Halophila decipiens;Least Concern
Nanozostera noltii;Least Concern
Lupinus hispanicus;Least Concern
Ranunculus baudotii;Least Concern
Isoetes brochonii;Data Deficient
Carum verticillatum;Least Concern
Serapias nurrica;Near Threatened
Ophrys insectifera;Least Concern
Epipactis purpurata;Least Concern
Epipactis leptochila;Least Concern
Dactylorhiza sambucina;Least Concern
Gymnadenia odoratissima;Least Concern
Epipactis phyllanthes;Least Concern
Habenaria tridactylites;Least Concern
Himantoglossum metlesicsianum;Endangered
Plentuisa vendia;Near Threatened
Lathyrus cirrhosus;Least Concern
Onobrychis viciifolia;Least Concern
Trifolium incarnatum;Least Concern
Rorippa hispanica;Data Deficient
Lepidium cardamines;Least Concern
Asparagus plocamoides;Vulnerable
Asparagus umbellatus;Least Concern
Crambe gomerae;Vulnerable
Lepidium ramburei;Data Deficient
Asparagus fallax;Endangered
Lepidium villarsii;Least Concern
Barbarea verna;Data Deficient
Lathyrus heterophyllus;Least Concern
Isatis platyloba;Vulnerable
Asparagus nesiotes;Endangered
Crambe microcarpa;Endangered
Crambe strigosa;Least Concern
Lepidium carrerasii;Data Deficient
Asparagus arborescens;Vulnerable
Diplotaxis gomez-campoi;Least Concern
Lepidium heterophyllum;Least Concern
Crambe scaberrima;Vulnerable
Diplotaxis ilorcitana;Least Concern
Crambe pritzelii;Endangered
